login,[orderSI=0,orderAI=0],None,None,0,0;,[]
media_test,[audio,apples,orderSI=1,orderAI=1],1,None,0:9.5,1;,[]
consent,[prot_demo_consent,orderSI=2,orderAI=2],None,None,0:4.2,2;,[]
valsurvey,[presurvey_fr,orderSI=3,orderAI=3],None,None,0:30.2,3;,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
text_page,[prot_instr1,bindSubmitKeyIDList=,[space],orderSI=4,orderAI=4],None,None,0:2.8,4;,[]
text_page,[prot_instr2,bindSubmitKeyIDList=,[space],orderSI=5,orderAI=5],None,None,0:2.7,5;,[]
text_page,[prot_instr3,bindSubmitKeyIDList=,[space],orderSI=6,orderAI=6],None,None,0:2.7,6;,[]
text_page,[prot_announcement_catch_trial,bindSubmitKeyIDList=,[space],orderSI=7,orderAI=7],None,None,0:1.1,7;,[]
media_choice,[prot_catch_trial,audio,0.5,1,1,[[trial1]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=8,orderAI=8],1,None,0:11.4,8;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[trial2]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=9,orderAI=9],1,None,0:8.9,9;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[trial3]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=10,orderAI=10],1,None,0:8.1,10;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[trial4]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=11,orderAI=11],1,None,0:6.6,11;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[trial5]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=12,orderAI=12],1,None,0:4.4,12;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[trial6]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=13,orderAI=13],1,None,0:8.3,13;,0,1
text_page,[announcement_one_play_two_responses,bindSubmitKeyIDList=,[space],orderSI=14,orderAI=14],None,None,0:0.2,14;,[]
text_page,[announcement_one_play_two_responses2,bindSubmitKeyIDList=,[space],orderSI=15,orderAI=15],None,None,0:2.7,15;,[]
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet84]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=37,orderAI=16],1,None,0:11.4,16;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet44]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=50,orderAI=17],1,None,0:4.6,17;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet9]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=30,orderAI=18],1,None,0:3.5,18;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet36]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=27,orderAI=19],1,None,0:4.4,19;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet110]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=41,orderAI=20],1,None,0:3.9,20;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet93]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=49,orderAI=21],1,None,0:5.2,21;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet34]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=34,orderAI=22],1,None,0:5.3,22;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet47]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=40,orderAI=23],1,None,0:4.8,23;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet19]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=19,orderAI=24],1,None,0:2.9,24;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet35]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=31,orderAI=25],1,None,0:5.6,25;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet104]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=38,orderAI=26],1,None,0:3.7,26;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet18]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=18,orderAI=27],1,None,0:3.7,27;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet8]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=35,orderAI=28],1,None,0:3.1,28;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet26]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=25,orderAI=29],1,None,0:4.4,29;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet31]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=21,orderAI=30],1,None,0:3.7,30;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet30]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=16,orderAI=31],1,None,0:3.6,31;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet20]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=33,orderAI=32],1,None,0:5.5,32;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet32]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=24,orderAI=33],1,None,0:3.4,33;,1,0
media_choice,[one_play_two_responses,audio,0.5,1,1,[[attention_check_francais_J_norm]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=54,orderAI=34],1,None,0:6.0,34;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet53]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=39,orderAI=35],1,None,0:4.2,35;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet87]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=48,orderAI=36],1,None,0:4.4,36;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet52]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=45,orderAI=37],1,None,0:3.3,37;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet46]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=42,orderAI=38],1,None,0:3.4,38;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet91]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=47,orderAI=39],1,None,0:3.2,39;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet107]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=52,orderAI=40],1,None,0:3.7,40;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet27]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=22,orderAI=41],1,None,0:3.2,41;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet23]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=29,orderAI=42],1,None,0:3.6,42;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet21]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=32,orderAI=43],1,None,0:3.8,43;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet50]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=51,orderAI=44],1,None,0:4.1,44;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet90]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=36,orderAI=45],1,None,0:3.0,45;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet105]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=44,orderAI=46],1,None,0:6.6,46;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet111]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=43,orderAI=47],1,None,0:4.1,47;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet78]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=53,orderAI=48],1,None,0:3.4,48;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet85]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=46,orderAI=49],1,None,0:3.5,49;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet25]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=20,orderAI=50],1,None,0:3.2,50;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet37]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=28,orderAI=51],1,None,0:4.4,51;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet33]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=23,orderAI=52],1,None,0:3.8,52;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet22]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=26,orderAI=53],1,None,0:3.4,53;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet24]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=17,orderAI=54],1,None,0:4.5,54;,0,1
text_page,[prot_pause,bindSubmitKeyIDList=,[space],orderSI=55,orderAI=55],None,None,0:27.1,55;,[]
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet67]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=88,orderAI=56],1,None,0:4.7,56;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet72]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=86,orderAI=57],1,None,0:2.7,57;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet59]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=93,orderAI=58],1,None,0:3.0,58;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet80]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=83,orderAI=59],1,None,0:3.8,59;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet112]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=59,orderAI=60],1,None,0:3.6,60;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet106]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=58,orderAI=61],1,None,0:3.2,61;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet82]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=63,orderAI=62],1,None,0:3.7,62;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet43]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=80,orderAI=63],1,None,0:4.4,63;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet100]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=82,orderAI=64],1,None,0:3.3,64;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet41]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=66,orderAI=65],1,None,0:3.0,65;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet98]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=90,orderAI=66],1,None,0:3.7,66;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet57]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=81,orderAI=67],1,None,0:3.1,67;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet83]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=74,orderAI=68],1,None,0:3.2,68;,1,0
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet51]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=57,orderAI=69],1,None,0:4.3,69;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet45]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=60,orderAI=70],1,None,0:4.3,70;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet65]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=91,orderAI=71],1,None,0:3.3,71;,0,1
media_choice,[prot_catch_trial,audio,0.5,1,1,[[triplet79]],[1,2],bindPlayKeyIDList=,[space],bindResponseKeyIDList=,[f,j],orderSI=56,orderAI=72],1,None,0:3.6,72;,1,0
